"Gene","Dataset","Trait","Method","HGNC","Transcript","Chromosome","Start","End","Biotype","Z","P","Permutation.P","R2","Top.GWAS.SNP","Top.GWAS.P","Screen.P","Screening.Adjusted.P","Confirmation.P"
"ENSG00000165915","Developmental","SCZ","isoTWAS","SLC39A13","ENST00000527091",11,47407132,47416496,"protein_coding",-6.185376108,6.2e-10,0.04995005,0.046109896,"rs2864076",8.28e-16,9.89073029069535e-11,5.72137979073593e-09,5.58e-09
"ENSG00000181790","Developmental","SCZ","isoTWAS","ADGRB1","ENST00000518812",8,142449430,142545009,"protein_coding",-3.481645182,0.000498344,0.048951049,0.021507552,"rs10098073",1.27e-15,0.0018335583451444,0.00646673910233513,0.001495032
"ENSG00000160932","Developmental","SCZ","isoTWAS","LY6E","ENST00000521699",8,143017982,143023832,"protein_coding",4.0266655,5.66e-05,0.028971029,0.024786975,"rs10098073",1.27e-15,0.000257756919954952,0.00162815613743756,0.0003962
"ENSG00000204469","Developmental","SCZ","isoTWAS","PRRC2A","ENST00000482441",6,31620715,31637771,"protein_coding",-7.993,1.32e-15,0.000999001,0.024603205,"rs652888",1.32e-15,6.65988584038468e-16,9.77126341617894e-14,6.6e-15
"ENSG00000272335","Developmental","SCZ","isoTWAS","","ENST00000607056",5,44826076,44828592,"lncRNA",7.808962865,5.77e-15,0.023976024,0.168030921,"rs10035564",1.65e-15,5.81516827871834e-15,7.2193077577104e-13,0
"ENSG00000188641","Developmental","SCZ","isoTWAS","DPYD","ENST00000460019",1,97077743,97995000,"protein_coding",5.110062729,3.22e-07,0.012987013,0.011914852,"rs28641479",4.03e-15,9.65848771481218e-07,1.84689968281225e-05,6.44e-07
"ENSG00000163938","Developmental","SCZ","isoTWAS","GNL3","ENST00000418458",3,52681156,52694497,"protein_coding",8.117106945,4.77e-16,0.020979021,0.048088053,"rs12635140",4.54e-15,5.48212346660273e-17,1.00540898440343e-14,4.77e-15
"ENSG00000163930","Developmental","SCZ","isoTWAS","BAP1","ENST00000470173",3,52401008,52410008,"protein_coding",-8.222722712,1.99e-16,0.000999001,0.019474209,"rs13071584",4.58e-15,6.70180500989546e-21,2.78294294845967e-18,3.98e-16
"ENSG00000073711","Developmental","SCZ","isoTWAS","PPP2R3A","ENST00000469270",3,135965728,136147894,"protein_coding",4.763223706,1.91e-06,0.046953047,0.052915285,"rs7432375",5.32e-15,7.63952090710482e-06,0.000103803497265408,5.73e-06
"ENSG00000076043","Developmental","SCZ","isoTWAS","REXO2","ENST00000539119",11,114439435,114450279,"protein_coding",4.013882958,5.97e-05,0.032967033,0.035366092,"rs2514218",6.44e-15,0.000598844459256274,0.00298134073125233,0.0006567
"ENSG00000149294","Developmental","SCZ","isoTWAS","NCAM1","ENST00000528590",11,112961247,113278436,"protein_coding",-4.443890144,8.83e-06,0.024975025,0.031755676,"rs2514218",6.44e-15,1.57982921741171e-08,5.11985215658787e-07,0.00012362
"ENSG00000134644","Developmental","SCZ","isoTWAS","PUM1","ENST00000498419",1,30931506,31065991,"protein_coding",3.843383629,0.00012135,0.002997003,0.055967408,"rs1009080",8.36e-15,0.00139474899564802,0.00536971708987675,0.00157755
"ENSG00000204590","Developmental","SCZ","isoTWAS","GNL1","ENST00000433809",6,30541381,30556489,"protein_coding",7.748,9.34e-15,0.000999001,0.024813819,"rs2535238",9.34e-15,2.80473533924142e-14,3.16542822657463e-12,1.868e-14
"ENSG00000185100","Developmental","SCZ","isoTWAS","ADSS1","ENST00000554281",14,104724229,104747325,"protein_coding",5.338231194,9.39e-08,0.041958042,0.013366611,"rs722637",9.63e-15,3.75370505471088e-07,8.26480844174337e-06,2.817e-07
"ENSG00000100664","Developmental","SCZ","isoTWAS","EIF5","ENST00000216554",14,103333544,103345025,"protein_coding",5.698996072,1.21e-08,0.041958042,0.196973127,"rs722637",9.63e-15,1.20596656536565e-07,3.0747384515697e-06,1.089e-07
"ENSG00000126214","Developmental","SCZ","isoTWAS","KLC1","ENST00000553286",14,103561896,103714249,"protein_coding",-6.216194816,5.09e-10,0.036963037,0.592473511,"rs722637",9.63e-15,5.11128358504481e-12,3.8014288377437e-10,8.144e-09
"ENSG00000184990","Developmental","SCZ","isoTWAS","SIVA1","ENST00000553810",14,104753147,104768494,"protein_coding",-5.18113548,2.21e-07,0.033966034,0.02410725,"rs722637",9.63e-15,1.54676742771463e-06,2.76448278138277e-05,1.326e-06
"ENSG00000088808","Developmental","SCZ","isoTWAS","PPP1R13B","ENST00000555183",14,103733195,103847575,"protein_coding",-6.061457192,1.35e-09,0.032967033,0.05707448,"rs722637",9.63e-15,8.61299952589209e-17,1.49467956288573e-14,1.215e-08
"ENSG00000100711","Developmental","SCZ","isoTWAS","ZFYVE21","ENST00000555163",14,103715730,103733668,"protein_coding",6.558532605,5.43e-11,0.021978022,0.023193481,"rs722637",9.63e-15,2.52898691260925e-15,3.31831868151225e-13,4.344e-10
"ENSG00000198752","Developmental","SCZ","isoTWAS","CDC42BPB","ENST00000558321",14,102932380,103057549,"protein_coding",-5.990456732,2.09e-09,0.013986014,0.035713867,"rs722637",9.63e-15,3.19390832368946e-11,2.06699416522495e-09,1.463e-08
"ENSG00000156411","Developmental","SCZ","isoTWAS","ATP5MJ","ENST00000286953",14,103912288,103928269,"protein_coding",5.047583971,4.47e-07,0.012987013,0.310417998,"rs722637",9.63e-15,4.01126691653241e-07,8.73655017083894e-06,2.235e-06
"ENSG00000198752","Developmental","SCZ","isoTWAS","CDC42BPB","ENST00000361246",14,102932380,103057549,"protein_coding",-6.937025914,4e-12,0.006993007,0.052850688,"rs722637",9.63e-15,3.19390832368946e-11,2.06699416522495e-09,2.8e-11
"ENSG00000126214","Developmental","SCZ","isoTWAS","KLC1","ENST00000555467",14,103561896,103714249,"protein_coding",7.043801143,1.87e-12,0.003996004,0.013450489,"rs722637",9.63e-15,5.11128358504481e-12,3.8014288377437e-10,3.179e-11
"ENSG00000100711","Developmental","SCZ","isoTWAS","ZFYVE21","ENST00000554255",14,103715730,103733668,"protein_coding",-8.181125135,2.81e-16,0.001998002,0.023256132,"rs722637",9.63e-15,2.52898691260925e-15,3.31831868151225e-13,2.248e-15
"ENSG00000075413","Developmental","SCZ","isoTWAS","MARK3","ENST00000555235",14,103385377,103503831,"protein_coding",-7.518128927,5.56e-14,0.001998002,0.01374521,"rs722637",9.63e-15,1.00158839302368e-12,8.50770267105742e-11,9.452e-13
"ENSG00000258735","Developmental","SCZ","isoTWAS","PPP1R13B-DT","ENST00000556586",14,103847721,103858049,"lncRNA",6.005075275,1.91e-09,0.001998002,0.038603599,"rs722637",9.63e-15,1.910000004454e-09,7.72249657397024e-08,0
"ENSG00000126214","Developmental","SCZ","isoTWAS","KLC1","ENST00000334553",14,103561896,103714249,"protein_coding",5.60251524,2.11e-08,0.000999001,0.011692294,"rs722637",9.63e-15,5.11128358504481e-12,3.8014288377437e-10,2.954e-07
"ENSG00000203485","Developmental","SCZ","isoTWAS","INF2","ENST00000252527",14,104681146,104722535,"protein_coding",7.25268022,4.09e-13,0.000999001,0.010602355,"rs722637",9.63e-15,2.86327120509184e-12,2.21102076454437e-10,2.454e-12
"ENSG00000256053","Developmental","SCZ","isoTWAS","COA8","ENST00000554625",14,103562960,103607523,"protein_coding",7.340374055,2.13e-13,0.000999001,0.010538744,"rs722637",9.63e-15,1.70436244791747e-12,1.38922755287576e-10,1.491e-12
"ENSG00000088808","Developmental","SCZ","isoTWAS","PPP1R13B","ENST00000554136",14,103733195,103847575,"protein_coding",-8.602117227,7.83e-18,0.000999001,0.015565051,"rs722637",9.63e-15,8.61299952589209e-17,1.49467956288573e-14,7.83e-17
"ENSG00000258430","Developmental","SCZ","isoTWAS","","ENST00000557223",14,104769349,104770271,"lncRNA",6.614242424,3.73e-11,0.000999001,0.025185429,"rs722637",9.63e-15,3.7300009857219e-11,2.35150335580335e-09,0
"ENSG00000169783","Developmental","SCZ","isoTWAS","LINGO1","ENST00000561030",15,77613027,77820900,"protein_coding",3.784056857,0.000154293,0.044955045,0.013675861,"rs569207",1.35e-14,2.14512814659895e-05,0.000243976202663569,0.000462879
"ENSG00000167202","Developmental","SCZ","isoTWAS","TBC1D2B","ENST00000472786",15,77984036,78077724,"protein_coding",3.520380684,0.000430928,0.000999001,0.03544446,"rs569207",1.35e-14,0.00148561910097596,0.00560720455347312,0.001292784
"ENSG00000164815","Developmental","SCZ","isoTWAS","ORC5","ENST00000297431",7,104126341,104208047,"protein_coding",-4.579545304,4.66e-06,0.038961039,0.034408542,"rs7776707",1.47e-14,2.78909633026595e-05,0.000299888245663972,2.796e-05
"ENSG00000135250","Developmental","SCZ","isoTWAS","SRPK2","ENST00000476117",7,105110704,105399308,"protein_coding",5.025745678,5.01e-07,0.025974026,0.039536221,"rs7776707",1.47e-14,4.00505026935234e-06,6.07030193807554e-05,3.507e-06
"ENSG00000228393","Developmental","SCZ","isoTWAS","LINC01004","ENST00000655204",7,104950315,105013068,"lncRNA",6.58138804,4.66e-11,0.004995005,0.017301555,"rs7776707",1.47e-14,9.32000436508802e-11,5.44983878435347e-09,4.66e-11
"ENSG00000016864","Developmental","SCZ","isoTWAS","GLT8D1","ENST00000394783",3,52694486,52706032,"protein_coding",10.25578636,1.11e-24,0.031968032,0.060924144,"rs10510760",2.19e-14,1.43535908108879e-23,1.00718522650835e-20,1.332e-23
"ENSG00000087088","Developmental","SCZ","isoTWAS","BAX","ENST00000345358",19,48954815,48961798,"protein_coding",-3.673550991,0.000239203,0.045954046,0.023651043,"rs2304206",2.56e-14,0.00177100712946948,0.00632351417312124,0.001674421
"ENSG00000142541","Developmental","SCZ","isoTWAS","RPL13A","ENST00000621674",19,49487510,49493057,"protein_coding",4.188539611,2.81e-05,0.043956044,0.027582256,"rs2304206",2.56e-14,9.66885624256724e-05,0.00078296874510182,0.0002529
"ENSG00000104870","Developmental","SCZ","isoTWAS","FCGRT","ENST00000426395",19,49506816,49526428,"protein_coding",-4.541130654,5.6e-06,0.02997003,0.031786152,"rs2304206",2.56e-14,5.44338929193617e-05,0.000506053339761277,5.04e-05
"ENSG00000104872","Developmental","SCZ","isoTWAS","PIH1D1","ENST00000601825",19,49446298,49453497,"protein_coding",4.543893836,5.52e-06,0.024975025,0.042377225,"rs2304206",2.56e-14,6.46994091840625e-05,0.000580102091567547,7.176e-05
"ENSG00000126456","Developmental","SCZ","isoTWAS","IRF3","ENST00000599144",19,49659569,49665875,"protein_coding",-3.296982348,0.000977296,0.021978022,0.040066795,"rs2304206",2.56e-14,0.00518019087147208,0.0128048859664095,0.00977296
"ENSG00000105552","Developmental","SCZ","isoTWAS","BCAT2","ENST00000545387",19,48795062,48811029,"protein_coding",-3.724549687,0.000195664,0.017982018,0.034257758,"rs2304206",2.56e-14,8.15995193285254e-09,2.88801456676112e-07,0.001369648
"ENSG00000074219","Developmental","SCZ","isoTWAS","TEAD2","ENST00000539846",19,49340595,49362457,"protein_coding",4.804810924,1.55e-06,0.017982018,0.024564341,"rs2304206",2.56e-14,2.6493792013513e-06,4.34977934187269e-05,1.24e-05
"ENSG00000074219","Developmental","SCZ","isoTWAS","TEAD2","ENST00000598810",19,49340595,49362457,"protein_coding",5.05868963,4.22e-07,0.016983017,0.031136924,"rs2304206",2.56e-14,2.6493792013513e-06,4.34977934187269e-05,3.798e-06
"ENSG00000142530","Developmental","SCZ","isoTWAS","GARIN5A","ENST00000595790",19,50466785,50476848,"protein_coding",4.410340981,1.03e-05,0.013986014,0.019907156,"rs2304206",2.56e-14,1.92486559440169e-09,7.74698399701967e-08,4.12e-05
"ENSG00000126453","Developmental","SCZ","isoTWAS","BCL2L12","ENST00000594793",19,49665142,49673916,"protein_coding",5.395353769,6.84e-08,0.010989011,0.050388212,"rs2304206",2.56e-14,3.41997512909291e-07,7.6341602501287e-06,2.736e-07
"ENSG00000126457","Developmental","SCZ","isoTWAS","PRMT1","ENST00000534280",19,49675786,49689029,"protein_coding",5.289842997,1.22e-07,0.006993007,0.028679591,"rs2304206",2.56e-14,1.92632458705965e-06,3.3108575623595e-05,1.83e-06
"ENSG00000177380","Developmental","SCZ","isoTWAS","PPFIA3","ENST00000602716",19,49119544,49151026,"protein_coding",5.608124695,2.05e-08,0.005994006,0.062214149,"rs2304206",2.56e-14,1.84472542428589e-07,4.43696328204917e-06,1.64e-07
"ENSG00000161681","Developmental","SCZ","isoTWAS","SHANK1","ENST00000391814",19,50659255,50719802,"protein_coding",3.790382492,0.000150415,0.002997003,0.020652154,"rs2304206",2.56e-14,0.0005836849471486,0.0029316033335112,0.000451245
"ENSG00000142530","Developmental","SCZ","isoTWAS","GARIN5A","ENST00000602178",19,50466785,50476848,"protein_coding",-6.259997372,3.85e-10,0.000999001,0.040437144,"rs2304206",2.56e-14,1.92486559440169e-09,7.74698399701967e-08,1.54e-09
"ENSG00000103502","Developmental","SCZ","isoTWAS","CDIPT","ENST00000562041",16,29858357,29863414,"protein_coding",-7.772656048,7.69e-15,0.048951049,0.012216528,"rs4788204",2.94e-14,1.54470021673997e-14,1.80651570999756e-12,2.307e-14
"ENSG00000247735","Developmental","SCZ","isoTWAS","KCTD13-DT","ENST00000450909",16,29926836,29928933,"lncRNA",-7.420189551,1.17e-13,0.045954046,0.014718165,"rs4788204",2.94e-14,1.1706390313702e-13,1.17347474082507e-11,0
"ENSG00000103502","Developmental","SCZ","isoTWAS","CDIPT","ENST00000563415",16,29858357,29863414,"protein_coding",-7.772656048,7.69e-15,0.041958042,0.030439151,"rs4788204",2.94e-14,1.54470021673997e-14,1.80651570999756e-12,2.307e-14
"ENSG00000174943","Developmental","SCZ","isoTWAS","KCTD13","ENST00000566413",16,29905012,29926236,"protein_coding",7.64348387,2.11e-14,0.036963037,0.021198977,"rs4788204",2.94e-14,7.59140542670057e-15,9.35249558637561e-13,1.055e-13
"ENSG00000013364","Developmental","SCZ","isoTWAS","MVP","ENST00000395353",16,29820394,29848039,"protein_coding",7.315625846,2.56e-13,0.02997003,0.023244753,"rs4788204",2.94e-14,1.09716873209714e-15,1.55326369888735e-13,1.28e-12
"ENSG00000169592","Developmental","SCZ","isoTWAS","INO80E","ENST00000540562",16,29995715,30005793,"protein_coding",-7.664986645,1.79e-14,0.02997003,0.070940201,"rs4788204",2.94e-14,3.14508115099577e-14,3.50058377213246e-12,1.253e-13
"ENSG00000197162","Developmental","SCZ","isoTWAS","ZNF785","ENST00000395216",16,30573740,30585769,"protein_coding",6.857514039,7.01e-12,0.015984016,0.027461099,"rs4788204",2.94e-14,2.10300980578697e-11,1.40831847533593e-09,1.402e-11
"ENSG00000090238","Developmental","SCZ","isoTWAS","YPEL3","ENST00000398841",16,30092314,30096915,"protein_coding",-7.479473629,7.46e-14,0.013986014,0.050325469,"rs4788204",2.94e-14,3.48366128474211e-14,3.79883847800358e-12,2.238e-13
"ENSG00000196118","Developmental","SCZ","isoTWAS","CFAP119","ENST00000545825",16,30757423,30762221,"protein_coding",7.078940375,1.45e-12,0.011988012,0.045045641,"rs4788204",2.94e-14,1.28605394854188e-11,8.98511890715038e-10,1.16e-11
"ENSG00000174939","Developmental","SCZ","isoTWAS","ASPHD1","ENST00000308748",16,29900375,29919864,"protein_coding",8.091869953,5.88e-16,0.00999001,0.015746333,"rs4788204",2.94e-14,2.35199727223986e-15,3.11138393251468e-13,1.764e-15
"ENSG00000102882","Developmental","SCZ","isoTWAS","MAPK3","ENST00000490298",16,30114105,30123506,"protein_coding",7.820750482,5.25e-15,0.006993007,0.027046429,"rs4788204",2.94e-14,1.06380514529748e-15,1.51935851681027e-13,3.675e-14
"ENSG00000013364","Developmental","SCZ","isoTWAS","MVP","ENST00000357402",16,29820394,29848039,"protein_coding",-6.927915622,4.27e-12,0.004995005,0.014963303,"rs4788204",2.94e-14,1.09716873209714e-15,1.55326369888735e-13,1.708e-11
"ENSG00000156858","Developmental","SCZ","isoTWAS","PRR14","ENST00000563211",16,30650717,30656413,"protein_coding",7.343826524,2.08e-13,0.004995005,0.059246903,"rs4788204",2.94e-14,2.03982322690506e-12,1.63784612233934e-10,1.872e-12
"ENSG00000180096","Developmental","SCZ","isoTWAS","SEPTIN1","ENST00000652617",16,30378135,30395991,"protein_coding",7.53907881,4.73e-14,0.004995005,0.023108338,"rs4788204",2.94e-14,1.80194837404185e-13,1.76252392779766e-11,1.419e-13
"ENSG00000099385","Developmental","SCZ","isoTWAS","BCL7C","ENST00000572628",16,30833626,30894302,"protein_coding",-6.64293995,3.07e-11,0.002997003,0.019695186,"rs4788204",2.94e-14,9.2099904765856e-11,5.40509222914963e-09,6.14e-11
"ENSG00000149930","Developmental","SCZ","isoTWAS","TAOK2","ENST00000570844",16,29973868,29992261,"protein_coding",-8.262189294,1.43e-16,0.002997003,0.051775101,"rs4788204",2.94e-14,2.8599999999999e-16,4.61575399999984e-14,1.43e-16
"ENSG00000169955","Developmental","SCZ","isoTWAS","ZNF747","ENST00000395094",16,30530367,30535347,"protein_coding",-6.63789396,3.18e-11,0.000999001,0.01281804,"rs4788204",2.94e-14,9.53970639584732e-11,5.5581704520787e-09,6.36e-11
"ENSG00000229809","Developmental","SCZ","isoTWAS","ZNF688","ENST00000223459",16,30569672,30572734,"protein_coding",6.89286715,5.47e-12,0.000999001,0.035823735,"rs4788204",2.94e-14,2.73497288777801e-11,1.80635232721536e-09,2.188e-11
"ENSG00000103495","Developmental","SCZ","isoTWAS","MAZ","ENST00000562557",16,29806106,29811164,"protein_coding",-7.931112891,2.17e-15,0.000999001,0.013275832,"rs4788204",2.94e-14,2.2105095214974e-14,2.54824379767475e-12,1.953e-14
"ENSG00000169957","Developmental","SCZ","isoTWAS","ZNF768","ENST00000380412",16,30524004,30526821,"protein_coding",-7.974888428,1.53e-15,0.000999001,0.032313423,"rs4788204",2.94e-14,3.1488574068673e-15,4.00152832200247e-13,1.53e-15
"ENSG00000103549","Developmental","SCZ","isoTWAS","RNF40","ENST00000564260",16,30761745,30776307,"protein_coding",-7.006922653,2.44e-12,0.000999001,0.011151628,"rs4788204",2.94e-14,2.12319917331386e-15,2.8555259548427e-13,2.097e-11
"ENSG00000261052","Developmental","SCZ","isoTWAS","SULT1A3","ENST00000567309",16,30199228,30204310,"protein_coding",-7.386973008,1.5e-13,0.000999001,0.012041277,"rs4788204",2.94e-14,4.13102005686378e-16,6.53632673507104e-14,2.2e-13
"ENSG00000261052","Developmental","SCZ","isoTWAS","SULT1A3","ENST00000569409",16,30199228,30204310,"protein_coding",-7.428424526,1.1e-13,0.000999001,0.019189509,"rs4788204",2.94e-14,4.13102005686378e-16,6.53632673507104e-14,2.2e-13
"ENSG00000103549","Developmental","SCZ","isoTWAS","RNF40","ENST00000565931",16,30761745,30776307,"protein_coding",-8.153512232,3.54e-16,0.000999001,0.025623266,"rs4788204",2.94e-14,2.12319917331386e-15,2.8555259548427e-13,3.894e-15
"ENSG00000103549","Developmental","SCZ","isoTWAS","RNF40","ENST00000493683",16,30761745,30776307,"protein_coding",-8.153512232,3.54e-16,0.000999001,0.03337009,"rs4788204",2.94e-14,2.12319917331386e-15,2.8555259548427e-13,3.894e-15
"ENSG00000013364","Developmental","SCZ","isoTWAS","MVP","ENST00000570234",16,29820394,29848039,"protein_coding",8.232403777,1.83e-16,0.000999001,0.02778183,"rs4788204",2.94e-14,1.09716873209714e-15,1.55326369888735e-13,9.15e-16
"ENSG00000261052","Developmental","SCZ","isoTWAS","SULT1A3","ENST00000562257",16,30199228,30204310,"protein_coding",-8.266185148,1.38e-16,0.000999001,0.026805837,"rs4788204",2.94e-14,4.13102005686378e-16,6.53632673507104e-14,2.76e-16
"ENSG00000102879","Developmental","SCZ","isoTWAS","CORO1A","ENST00000561815",16,30182827,30189076,"protein_coding",8.595530108,8.29e-18,0.000999001,0.068085156,"rs4788204",2.94e-14,9.94780728536629e-17,1.70795384870773e-14,9.119e-17
"ENSG00000250616","Developmental","SCZ","isoTWAS","YPEL3-DT","ENST00000515455",16,30096430,30105193,"lncRNA",-7.62842795,2.38e-14,0.000999001,0.010749823,"rs4788204",2.94e-14,2.38383114736783e-14,2.70934161178657e-12,0
"ENSG00000179965","Developmental","SCZ","isoTWAS","ZNF771","ENST00000319296",16,30407414,30431108,"protein_coding",-8.387035223,4.99e-17,0.000999001,0.033335467,"rs4787489",3.54e-14,1.99599999999585e-16,3.28708612244215e-14,1.497e-16
"ENSG00000169682","Developmental","SCZ","isoTWAS","SPNS1","ENST00000567771",16,28974221,28984548,"protein_coding",-6.42060824,1.36e-10,0.013986014,0.068984839,"rs9932702",3.59e-14,1.08799979265756e-09,4.65762033254654e-08,9.52e-10
"ENSG00000165995","Developmental","SCZ","isoTWAS","CACNB2","ENST00000498816",10,18140424,18543557,"protein_coding",3.925043323,8.67e-05,0.043956044,0.024172156,"rs7893279",4.35e-14,2.18410221273713e-06,3.69488738064618e-05,0.000867
"ENSG00000130787","Developmental","SCZ","isoTWAS","HIP1R","ENST00000535012",12,122834453,122862961,"protein_coding",-6.060515556,1.36e-09,0.048951049,0.026409766,"rs4759407",6e-14,1.0879772942572e-08,3.74389457399081e-07,9.52e-09
"ENSG00000182196","Developmental","SCZ","isoTWAS","ARL6IP4","ENST00000543566",12,122980060,122982913,"protein_coding",7.500503724,6.36e-14,0.041958042,0.052080743,"rs4759407",6e-14,2.3490999734762e-14,2.68880315403775e-12,6.996e-13
"ENSG00000184047","Developmental","SCZ","isoTWAS","DIABLO","ENST00000342392",12,122207663,122227456,"protein_coding",5.818692602,5.93e-09,0.034965035,0.018161514,"rs4759407",6e-14,6.52294625766402e-08,1.79342128879795e-06,5.93e-08
"ENSG00000182196","Developmental","SCZ","isoTWAS","ARL6IP4","ENST00000412505",12,122980060,122982913,"protein_coding",7.633811593,2.28e-14,0.033966034,0.022253538,"rs4759407",6e-14,2.3490999734762e-14,2.68880315403775e-12,2.736e-13
"ENSG00000182196","Developmental","SCZ","isoTWAS","ARL6IP4","ENST00000536502",12,122980060,122982913,"protein_coding",-7.833427378,4.75e-15,0.011988012,0.035266015,"rs4759407",6e-14,2.3490999734762e-14,2.68880315403775e-12,6.65e-14
"ENSG00000130921","Developmental","SCZ","isoTWAS","MTRFR","ENST00000253233",12,123233385,123258079,"protein_coding",-7.958494535,1.74e-15,0.008991009,0.059656031,"rs4759407",6e-14,1.37262886829475e-14,1.61699688360649e-12,1.218e-14
"ENSG00000101544","Developmental","SCZ","isoTWAS","ADNP2","ENST00000560752",18,80109262,80147523,"protein_coding",5.617560084,1.94e-08,0.021978022,0.023470081,"rs2277725",8.46e-14,7.75979894851675e-08,2.08383760429883e-06,5.82e-08
"ENSG00000149564","Developmental","SCZ","isoTWAS","ESAM","ENST00000444566",11,124752583,124762290,"protein_coding",4.545219287,5.49e-06,0.013986014,0.01639754,"rs1940171",8.85e-14,5.49000000000025e-06,7.88283896797189e-05,0
"ENSG00000128512","Developmental","SCZ","isoTWAS","DOCK4","ENST00000437129",7,111726110,112206407,"protein_coding",-3.845936666,0.000120093,0.033966034,0.024283058,"rs38752",1.08e-13,8.6227074525488e-05,0.000721647902461574,0.001561209
"ENSG00000105726","Developmental","SCZ","isoTWAS","ATP13A1","ENST00000469641",19,19645198,19663676,"protein_coding",4.920657325,8.63e-07,0.03996004,0.015854866,"rs2965189",1.11e-13,1.72143951666515e-10,9.385916337655e-09,7.767e-06
"ENSG00000064489","Developmental","SCZ","isoTWAS","BORCS8-MEF2B","ENST00000602804",19,19145569,19192158,"protein_coding",5.600811325,2.13e-08,0.038961039,0.056974839,"rs2965189",1.11e-13,9.39758561583934e-08,2.45814642226955e-06,8.52e-08
"ENSG00000105669","Developmental","SCZ","isoTWAS","COPE","ENST00000598969",19,18899514,18919387,"protein_coding",-5.513429852,3.52e-08,0.024975025,0.027334663,"rs2965189",1.11e-13,8.12781937908594e-08,2.17176948607729e-06,3.168e-07
"ENSG00000105655","Developmental","SCZ","isoTWAS","ISYNA1","ENST00000577820",19,18434388,18438167,"protein_coding",3.409064985,0.000651859,0.022977023,0.011766155,"rs2965189",1.11e-13,1.32296345611327e-07,3.33614175284563e-06,0.005214872
"ENSG00000130287","Developmental","SCZ","isoTWAS","NCAN","ENST00000585410",19,19211958,19252233,"protein_coding",-6.136983895,8.41e-10,0.020979021,0.047048752,"rs2965189",1.11e-13,2.5229890153643e-09,9.95562829314533e-08,1.682e-09
"ENSG00000254901","Developmental","SCZ","isoTWAS","BORCS8","ENST00000585679",19,19176903,19192591,"protein_coding",6.071476021,1.27e-09,0.018981019,0.017143582,"rs2965189",1.11e-13,1.01599847226792e-08,3.51871230556481e-07,8.89e-09
"ENSG00000105705","Developmental","SCZ","isoTWAS","SUGP1","ENST00000587716",19,19276018,19320509,"protein_coding",5.537892702,3.06e-08,0.017982018,0.019166037,"rs2965189",1.11e-13,2.27738683490454e-07,5.29576831040267e-06,2.754e-07
"ENSG00000089639","Developmental","SCZ","isoTWAS","GMIP","ENST00000588171",19,19629476,19643657,"protein_coding",-6.116514081,9.56e-10,0.011988012,0.020820489,"rs2965189",1.11e-13,2.02895670099934e-11,1.37585429400959e-09,1.912e-09
"ENSG00000006015","Developmental","SCZ","isoTWAS","REX1BD","ENST00000595077",19,18588685,18592337,"protein_coding",5.746473196,9.11e-09,0.010989011,0.033328869,"rs2965189",1.11e-13,5.26739367285103e-08,1.49403280291991e-06,4.555e-08
"ENSG00000105726","Developmental","SCZ","isoTWAS","ATP13A1","ENST00000357324",19,19645198,19663676,"protein_coding",-6.636365114,3.22e-11,0.00999001,0.068205374,"rs2965189",1.11e-13,1.72143951666515e-10,9.385916337655e-09,3.864e-10
"ENSG00000181035","Developmental","SCZ","isoTWAS","SLC25A42","ENST00000594070",19,19063994,19113030,"protein_coding",6.536735481,6.29e-11,0.008991009,0.010904195,"rs2965189",1.11e-13,1.88700028241351e-10,1.00640155637618e-08,1.258e-10
"ENSG00000064545","Developmental","SCZ","isoTWAS","TMEM161A","ENST00000591031",19,19119169,19138513,"protein_coding",-5.951216251,2.66e-09,0.007992008,0.044855159,"rs2965189",1.11e-13,1.59599842277001e-08,5.16188748398501e-07,1.33e-08
"ENSG00000213996","Developmental","SCZ","isoTWAS","TM6SF2","ENST00000431465",19,19264364,19273391,"protein_coding",-6.504111092,7.82e-11,0.002997003,0.023001187,"rs2965189",1.11e-13,3.90999894273203e-10,1.92388637002293e-08,3.128e-10
"ENSG00000267629","Developmental","SCZ","isoTWAS","","ENST00000586064",19,19254748,19273369,"lncRNA",-6.976753383,3.02e-12,0.002997003,0.023554128,"rs2965189",1.11e-13,3.01999150040523e-12,2.32093537262096e-10,0
"ENSG00000105655","Developmental","SCZ","isoTWAS","ISYNA1","ENST00000338128",19,18434388,18438167,"protein_coding",-5.665124563,1.47e-08,0.000999001,0.060673185,"rs2965189",1.11e-13,1.32296345611327e-07,3.33614175284563e-06,1.176e-07
"ENSG00000204681","Developmental","SCZ","isoTWAS","GABBR1","ENST00000476670",6,29555629,29633976,"protein_coding",-7.391,1.46e-13,0.000999001,0.017634115,"rs1628578",1.46e-13,1.31432484199838e-12,1.08778916025702e-10,1.168e-12
"ENSG00000184489","Developmental","SCZ","isoTWAS","PTP4A3","ENST00000329397",8,141391995,141432454,"protein_coding",-5.00329065,5.64e-07,0.038961039,0.011625557,"rs11167136",1.69e-13,1.69194215534308e-06,2.97130081012861e-05,1.128e-06
"ENSG00000257277","Developmental","SCZ","isoTWAS","","ENST00000668870",2,143674315,143741294,"lncRNA",-3.741126604,0.000183197,0.042957043,0.031434171,"rs12991836",2.71e-13,0.00018319700000004,0.00126194312404547,0
"ENSG00000121964","Developmental","SCZ","isoTWAS","GTDC1","ENST00000482601",2,143938068,144332568,"protein_coding",-4.455611604,8.37e-06,0.023976024,0.019808541,"rs12991836",2.71e-13,0.000108099456600729,0.000851430658536321,0.00012555
